id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7677054,"Québec city, chambre immense bien éclairée!",17893514,Lauraine,,Cité Universitaire,46.77633,-71.30208,Private room,57,32,84,2019-08-28,1.25,2,356
7757465,Logement fraîchement rénové près du Vieux-Québec,3238011,Isabelle,,Saint-Jean-Baptiste,46.80844,-71.22639,Entire home/apt,40,2,112,2019-09-29,1.68,1,0
7757954,Corporate Stays | Le Shaughn | Modern 1BR,38459934,Corporate Stays,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81542,-71.21235,Entire home/apt,76,4,7,2017-12-22,0.10,6,71
7763317,"Québec city, confortable, lavabo et bien située;)",17893514,Lauraine,,Cité Universitaire,46.7765,-71.30077,Private room,47,32,41,2020-03-02,0.61,2,89
7763332,Splendid loft in Old Quebec,17266932,Chantale Et Robert,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.20984,Entire home/apt,120,1,377,2021-02-07,5.63,2,334
7800019,Au cœur de Limoilou 297848,41055265,Hélène,,Vieux-Limoilou,46.82073,-71.22398,Entire home/apt,210,2,88,2020-09-07,1.33,2,230
7854562,Bienvenue Chez moi,41314384,Patronnecg,,Saint-Roch,46.8127,-71.22958,Private room,80,2,0,,,1,0
7899556,House in the heart of Quebec City,41651776,Mohamed,,Cité Universitaire,46.77472,-71.28475,Entire home/apt,140,1,13,2019-02-23,0.20,1,40
7966751,Condo Vieux-Québec 2 chambres/mois,28326938,François,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81457,-71.20194,Entire home/apt,80,32,0,,,1,285
7968592,Littoral - Signature Plus | 2 Queens,14594594,Jonathan,,Quartier 5-4,46.85484,-71.18675,Hotel room,129,1,13,2020-09-27,0.26,5,204
8071221,"Condo neuf, moderne et lumineux",42631993,Marie-Eve,,Neufchâtel-Est/Lebourgneuf,46.83984,-71.31181,Entire home/apt,110,2,15,2018-01-04,0.23,1,228
8114491,Charmant studio au coeur de Québec,9846608,Yves,,Saint-Jean-Baptiste,46.80872,-71.22343,Entire home/apt,125,3,183,2020-12-27,2.77,1,338
8147621,Logement  près du centre  videotron,43017387,Simon,,Vanier,46.82196,-71.26746,Entire home/apt,36,30,97,2020-04-30,1.76,1,285
8173540,"Cozy n Unique, DOWNTOWN OLD QUEBEC",22697179,Vincent,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80564,-71.21806,Entire home/apt,116,2,291,2021-01-03,4.42,1,357
8212271,"Peaceful bedroom, 20mn from the Château Frontenac",8659915,Claude,,Saint-Jean-Baptiste,46.80988,-71.22301,Private room,63,1,146,2020-08-16,2.76,1,365
8238991,Downtown Quebec - long terme - comme à la maison,41101765,Stephanie,,Vieux-Limoilou,46.8228,-71.22252,Entire home/apt,50,27,0,,,1,313
8292676,Nice and Quiet,43723659,Laurence Et Martin,,Montcalm,46.80314,-71.23521,Entire home/apt,150,3,78,2019-09-24,1.20,1,56
8308704,Grand et Spacieux Condo 4½,43805761,Alexa,,Quartier 5-2,46.88393,-71.20901,Entire home/apt,97,1,4,2018-08-05,0.06,1,212
8321430,Belle chambre,43862568,Graciano,,Saint-Louis,46.77346,-71.29629,Private room,40,3,30,2020-04-07,0.46,1,254
8349929,"Le Widor, Bed & Breakfast",17445271,Sophie,,Montcalm,46.80259,-71.22319,Entire home/apt,886,3,57,2020-02-16,0.93,1,336
8575961,Great apartment Downtown Quebec,28772277,Julie,,Saint-Sauveur,46.81124,-71.2327,Entire home/apt,100,31,34,2019-09-20,0.73,1,189
8610176,Chambre ensoleillée ambiance chalet,44498473,Flavie,,Saint-Sauveur,46.80959,-71.24182,Private room,40,5,65,2020-03-17,1.00,1,90
8626868,Spacieuse suite ancestrale avec murs de pierre,8687028,Nicola,,Maizerets,46.83872,-71.22119,Hotel room,75,1,0,,,9,15
8662732,Grande chambre bien éclairée meuble,45514378,Pierre,,Sillery,46.78478,-71.24653,Private room,45,1,303,2020-02-13,4.78,4,283
8663249,Logement aux portes de la nature,45516436,Clement,,Loretteville,46.86142,-71.36017,Private room,52,2,32,2020-02-17,0.80,1,98
8701329,"Chambre ""Grand Nord"" centre Québec",26691052,Géraldine,,Sillery,46.78331,-71.24668,Private room,50,32,94,2019-04-20,1.44,3,180
8941549,Great room with terrace,28623507,Pierre,,Sillery,46.78446,-71.25191,Private room,81,2,35,2020-07-25,0.64,2,365
8968290,"Centre ville, bel appartement rénové et tranquille",46867866,Yves  Et Marie,,Saint-Roch,46.81423,-71.22634,Entire home/apt,86,4,9,2019-08-26,0.24,2,365
9155937,"Vivre le Vieux-Québec, tout en confort",24819170,Joan Et Jean-Michel,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81621,-71.20741,Entire home/apt,48,1000,0,,,4,365
9370597,Nichée dans une oasis de verdure !,42248799,Fabienne,,Loretteville,46.85865,-71.3623,Private room,49,3,20,2020-02-19,0.33,1,0
9477639,Condo douillet près des Plaines(parking intérieur),49123843,Vincent,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80338,-71.22158,Entire home/apt,134,30,36,2020-11-12,0.58,1,139
9522015,Le Zen,5166752,Alex,,Saint-Sauveur,46.80596,-71.23854,Entire home/apt,300,4,46,2020-01-02,0.73,1,0
9630642,Superbe appartement bien localisé,36052925,Emilie,,Saint-Sacrement,46.78737,-71.25648,Private room,40,7,2,2017-01-17,0.04,1,0
9653024,Bel appartement sur deux étages.,49901021,Nancy,,Chutes-Montmorency,46.88705,-71.15417,Entire home/apt,119,2,85,2018-08-13,1.36,1,362
9664814,Superbe 1 BR fully furnished studio+balcony-Old Qc,49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.21122,Entire home/apt,76,30,9,2020-08-23,0.17,27,276
9693817,La Classique,50063718,Claire,,Notre-Dame-des-Laurentides,46.91233,-71.33694,Private room,60,1,55,2020-09-30,0.98,2,365
9726354,Suite 101 Unique 1 BR suite in the heart of Old-Qc,49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire home/apt,175,30,0,,,27,325
9863685,La Romantique,50063718,Claire,,Notre-Dame-des-Laurentides,46.91236,-71.33875,Private room,60,1,41,2020-09-06,0.74,2,365
9888402,Nice Rooms 15 min walk from Laval's University,10214782,Véronika,,Sillery,46.78202,-71.25759,Private room,50,3,79,2020-02-20,1.29,4,0
9922601,"Propre, calme et près de la Chute Montmorency",51009040,Richard Et Linda,,Chutes-Montmorency,46.8901,-71.15321,Entire home/apt,71,2,215,2020-12-27,3.45,1,72
10154710,"entire clean, quiet and cozy house in Quebec city",52118298,Min,,Saint-Louis,46.77322,-71.29369,Entire home/apt,99,1,297,2020-03-07,4.82,1,132
10187037,Les Immeubles Charlevoix - Le Quai St-André 1179,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20483,Entire home/apt,205,2,24,2020-10-01,0.39,63,310
10247268,Les Immeubles Charlevoix - Le Quai St-André 1175,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20489,Entire home/apt,160,2,19,2020-01-03,0.31,63,361
10247936,Les Immeubles Charlevoix - Le Quai St-André 1168,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20488,Entire home/apt,150,2,9,2020-02-17,0.15,63,310
10248554,Les Immeubles Charlevoix - Le Quai St-André 1166,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.2049,Entire home/apt,150,2,18,2020-02-09,0.30,63,0
10249154,Les Immeubles Charlevoix - Le Quai St-André 1166,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81688,-71.20488,Entire home/apt,185,2,36,2020-12-31,0.59,63,350
10249233,Les Immeubles Charlevoix - Le Quai St-André 1173,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.20481,Entire home/apt,170,2,16,2019-12-23,0.26,63,285
10249477,Les Immeubles Charlevoix - Le Quai St-André 1176,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81687,-71.20487,Entire home/apt,160,2,8,2019-05-28,0.13,63,310
10249600,Les Immeubles Charlevoix - Le Quai St-André 1177,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20487,Entire home/apt,185,2,64,2020-12-30,1.06,63,345
10249684,Les Immeubles Charlevoix - Le Quai St-André 1178,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire home/apt,185,2,11,2019-02-10,0.18,63,310
10249922,Les Immeubles Charlevoix - Le Quai St-André 1180,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire home/apt,205,2,25,2020-09-07,0.41,63,310
10434218,CHAMBRE À 5MINS DU CENTRE VIDÉOTRON,33105370,Marie-Chrystelle,,Vanier,46.81876,-71.2454,Private room,50,1,5,2020-08-10,0.09,1,365
10608261,jolie ch. dans appart.douillet et calme + déj.,54739040,Colombe,,Vieux-Limoilou,46.82648,-71.23037,Private room,40,1,59,2020-09-07,1.86,1,71
10670777,Grande maison - Centre ville - Downtown Qc city,55119023,Anne-Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80129,-71.22144,Entire home/apt,325,5,8,2020-08-08,0.15,1,40
10755182,Beautiful private room in Quebec,55615781,Stéphanie Et Marc-André,,Des Châtels,46.85216,-71.37791,Private room,299,2,10,2016-09-19,0.18,1,0
10807690,Belle maison à 10mn du centre ville,55588457,Thomas,,Quartier 5-2,46.88536,-71.18776,Entire home/apt,120,3,17,2019-09-02,0.31,1,31
10829594,Bedroom in the center of the city,11642828,Martin,,Saint-Sacrement,46.80035,-71.24398,Private room,41,2,188,2020-03-08,3.21,1,180
10829640,Confortable et très bien situé,37434868,Myriam,,Vieux-Limoilou,46.82723,-71.22937,Entire home/apt,99,100,273,2020-06-28,4.45,3,315
10835279,Face au fleuve!,14905781,MarieGo,,Sillery,46.77196,-71.24889,Entire home/apt,105,6,35,2019-08-31,0.58,1,224
10926911,Studio Quebec City  furnished/Tout ÉQUIPÉS,1562944,Patrice,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8147,-71.2076,Entire home/apt,35,32,2,2017-07-02,0.04,11,256
11067399,"super comfortable apartment, cozy",3504141,Daniel,,Saint-Roch,46.81611,-71.21976,Entire home/apt,235,3,65,2019-12-22,1.09,3,340
11069133,Jolie chambre à Québec /Pretty room in Quebec City,57386295,Suzie,,Notre-Dame-des-Laurentides,46.92158,-71.3457,Private room,46,2,54,2019-08-27,0.90,1,0
11095882,STUDIO HYPER CENTRE SAINT JEAN 1,57167672,Elie,,Saint-Jean-Baptiste,46.8114,-71.21587,Entire home/apt,100,32,58,2020-01-01,1.04,3,365
11117455,"Spacieuse Maison de ville, centrale",3504141,Daniel,,Saint-Roch,46.81586,-71.22009,Entire home/apt,468,3,150,2020-12-30,2.54,3,338
11123609,Charmant havre près du Vieux Québec,3504141,Daniel,,Saint-Roch,46.81702,-71.22061,Entire home/apt,189,3,61,2020-08-16,1.02,3,345
11144947,LOFT URBAIN SAINT JEAN HYPER CENTRE,57167672,Elie,,Saint-Jean-Baptiste,46.8126,-71.21773,Entire home/apt,150,32,84,2020-02-17,1.47,3,365
11242803,"Chambre style loft ,  accueillante et reposante !!",52575246,Lauralou,,Notre-Dame-des-Laurentides,46.90481,-71.30996,Private room,38,2,11,2020-02-18,0.26,1,0
11362036,Le New-Yorkais  - OLD QUEBEC (1-4) (CITQ # 292412),58932059,Laury Jane,,Saint-Roch,46.81485,-71.22572,Entire home/apt,83,1,305,2021-01-31,5.09,6,324
11377176,"Studio meublé , Vieux Quebec tout Equipé",1562944,Patrice,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81501,-71.20716,Entire home/apt,34,32,6,2019-07-01,0.12,11,285
11409350,Hébergement en dortoir MIXTE,59898149,Auberge Hi-Québec,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81308,-71.21171,Hotel room,36,1,174,2020-09-18,2.90,6,0
11449962,2.5 tout équipé à 15 min de Valcartier,28754730,Julie,,Loretteville,46.85043,-71.36152,Entire home/apt,44,31,21,2018-08-27,0.35,7,353
11520372,Nice cheap room !,14966026,Maxim,,Saint-Sauveur,46.80954,-71.24165,Private room,34,1,589,2021-01-28,10.01,3,75
11638654,Luxury Condo with Indoor Parking,4440301,Margherita,,Saint-Roch,46.81231,-71.22755,Entire home/apt,64,30,0,,,2,340
11700240,Petit nid douillet pour visiteurs.,62184925,Émilie,,Val-Bélair,46.86088,-71.42214,Private room,37,2,12,2019-09-20,0.21,2,363
11841682,Joli logement au centre-ville (QC),6257162,Anthony,,Saint-Sauveur,46.80658,-71.23723,Entire home/apt,90,2,8,2019-12-12,0.14,1,0
11949715,Pretty loft in Quebec City (Downtown Saint-Roch),24128523,Marjorie,,Saint-Roch,46.81494,-71.22638,Entire home/apt,64,2,266,2020-12-11,4.67,1,115
11965775,Amazing industrial Loft in Nouvo St-Roch,63913483,Philippe,,Saint-Roch,46.81242,-71.22545,Entire home/apt,41,90,0,,,1,224
11984216,1 BR perfect location w/ private parking,64051319,Christopher Karl,,Saint-Sauveur,46.811,-71.23345,Entire home/apt,94,1,187,2020-02-17,3.33,1,0
11990907,La vie réelle de QUÉBEC's real life,32351832,Jean-Philippe,,Vieux-Limoilou,46.82449,-71.23041,Private room,55,2,27,2019-10-18,0.47,1,172
11996877,Magnifique dans Limoilou # 2,27213304,Sylvain,,Lairet,46.83181,-71.23798,Private room,48,1,132,2020-12-23,2.29,6,0
11999256,Les Immeubles Charlevoix -  1174 - CITQ 244801,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20484,Entire home/apt,150,2,45,2019-12-26,0.79,63,0
12009033,belle chambre privée meublée,64231459,Danielle,,Chutes-Montmorency,46.88078,-71.16358,Private room,24,1,235,2020-03-08,4.08,1,39
12019119,Central Old Port Québec,54237398,France Et Charles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81728,-71.21194,Entire home/apt,116,3,200,2020-08-03,3.46,2,291
12056620,Chambre privée dans une maison,6137330,André,,Sillery,46.78371,-71.25894,Private room,20,31,1,2020-10-21,0.27,2,365
12061970,Old Quebec is waiting for you,52865819,Jerome,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81372,-71.20694,Entire home/apt,125,3,162,2020-03-18,2.92,2,365
12062225,Old Quebec is waiting for you !!!,52865819,Jerome,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81263,-71.20834,Entire home/apt,175,3,165,2020-02-22,2.96,2,352
12066870,Chambre supérieure\ Superior room (CITQ 296358),3311965,Daniel,,Sillery,46.77808,-71.25813,Private room,60,1,196,2020-09-09,3.90,2,171
12106523,The beautiful flower of Quebec City,64917103,Christine,,Saint-Sauveur,46.81256,-71.23422,Entire home/apt,89,1,204,2020-07-29,3.77,2,341
12157383,Joli logement quartier recherché,1646154,Dimitri,,Des Châtels,46.84946,-71.3825,Entire home/apt,37,20,14,2017-12-31,0.24,7,195
12227808,Maison lumineuse et spacieuse,35951617,Marie-Noëlle,,Sillery,46.78837,-71.25019,Entire home/apt,125,2,9,2019-10-20,0.16,1,0
12293332,"Appartement chaleureux, idéal avec des enfants!",5366630,Janet,,Cité Universitaire,46.78553,-71.29521,Entire home/apt,90,3,18,2019-09-01,0.32,1,88
12356938,"Le Villageois, nature et sports à 15 minutes de Qc",62296252,Lucie,,Quartier 5-1,46.94655,-71.27052,Entire home/apt,435,3,35,2020-09-06,0.62,1,359
12557453,Classic 2 bedrooms in Downtown,68066405,Stephanie,,Montcalm,46.80054,-71.2227,Entire home/apt,50,32,1,2018-01-30,0.03,11,231
12601502,"Old-Qc 1 BR studio, all inclusive, parking $",49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire home/apt,75,30,4,2020-08-02,0.16,27,44
12602101,LOFT Le Chic - Old-Limoilou,49947368,Isabelle,,Vieux-Limoilou,46.82591,-71.22319,Entire home/apt,150,30,0,,,27,160
12610216,Exclusive condo Vieux-Quebec,65629597,Nancy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81424,-71.20854,Entire home/apt,60,30,8,2019-10-02,0.14,1,347
12703333,Loft moderne & confortable Limoilou,4217000,Mathieu & Maude Émilie,,Vieux-Limoilou,46.82904,-71.22998,Entire home/apt,90,2,96,2020-08-29,1.68,2,254
12783946,Maison familiale au centre-ville,59391218,Ingrid,,Lairet,46.83705,-71.24082,Entire home/apt,125,4,6,2018-08-21,0.11,1,0
12797561,Room to let in Limoilou,18057837,Isabelle,,Vieux-Limoilou,46.82687,-71.23449,Private room,20,7,37,2021-01-24,0.82,1,0
12797822,Private Room in Old-Limoilou,19026917,Guillaume,,Vieux-Limoilou,46.82436,-71.22174,Private room,50,4,22,2017-07-06,0.39,1,0
12821034,Classic 4 bedrooms with park view in Downtown,68066405,Stephanie,,Montcalm,46.80115,-71.22464,Entire home/apt,75,32,1,2018-01-30,0.03,11,263
12821474,Charming studio in the historical Montcalm,68066405,Stephanie,,Montcalm,46.80261,-71.22531,Private room,32,32,0,,,11,263
12822076,Classic One bedroom with view of St.Laurence River,68066405,Stephanie,,Montcalm,46.80169,-71.2244,Entire home/apt,52,32,1,2017-10-01,0.02,11,196
12823326,Classic 4 bedrooms with park view in Downtown,68066405,Stephanie,,Montcalm,46.80202,-71.22461,Entire home/apt,78,32,0,,,11,263
12824812,Charming studio with city view in Downtown,68066405,Stephanie,,Montcalm,46.801,-71.22462,Entire home/apt,36,32,3,2020-02-29,0.09,11,263
12824958,Classic One bedroom with park view,68066405,Stephanie,,Montcalm,46.80184,-71.22475,Entire home/apt,48,32,2,2020-03-31,0.07,11,244
12825198,Classic  2 bedrooms with City view (Downtown),68066405,Stephanie,,Montcalm,46.80181,-71.22285,Entire home/apt,55,32,0,,,11,264
12866389,"Room 1 – ""Downton Abbey""",70342700,Gîte Au Bois Joli,,Sillery,46.78169,-71.25659,Private room,100,1,38,2020-08-23,0.71,3,365
12871588,"Gîte Au Bois Joli, room 2 – ""Rêverie""",70342700,Gîte Au Bois Joli,,Sillery,46.78169,-71.25659,Private room,75,1,151,2020-12-01,2.63,3,365
12871834,"Room 3 – ""Garden Retreat""",70342700,Gîte Au Bois Joli,,Sillery,46.78169,-71.25659,Private room,100,1,17,2020-08-02,0.42,3,365
12883854,Classic luxerious residence in Downtown Quebec,68066405,Stephanie,,Montcalm,46.80062,-71.22314,Entire home/apt,89,32,7,2019-09-15,0.14,11,219
12900993,"Big room in Old Quebec, Near EVERYTHING!",25614634,Olivier,,Saint-Jean-Baptiste,46.8085,-71.21868,Private room,67,1,284,2020-10-15,4.92,1,350
13014270,Chambre très propre 3 min aéroport,55614556,Carlos Andrés,,L'Aéroport,46.78629,-71.35872,Private room,120,1,4,2017-07-23,0.07,1,365
13082525,Logement charmant et près de tout,68373320,Benoit,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81574,-71.21374,Entire home/apt,85,30,151,2020-03-08,2.69,1,0
13111792,Comfort at the Old Port,54237398,France Et Charles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81556,-71.21217,Entire home/apt,95,3,157,2020-03-03,2.80,2,100
13173118,The old bank's loft,30244424,Christian,,Saint-Jean-Baptiste,46.81087,-71.21566,Entire home/apt,50,2,163,2020-08-22,2.85,1,365
13186433,"Come live the charm of Old-Qc  -1BR, all inclusive",49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire home/apt,150,31,3,2020-11-05,0.19,27,216
13187351,"Old-Qc 1 BR, balcony, parking$",49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.21122,Entire home/apt,139,30,5,2020-11-01,0.15,27,266
13187532,"Fabulous Old-Qc 1BR APT, balcony, parking $",49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.21122,Entire home/apt,100,30,2,2020-01-01,0.11,27,246
13188002,Lovely 1BR studio with balcony in the ♥ of old Qc,49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81105,-71.21221,Entire home/apt,74,30,5,2020-08-09,0.13,27,218
13235560,Studio chic et moderne au centre ville de Québec,7089088,Yannick,,Saint-Roch,46.81295,-71.2265,Entire home/apt,75,1,489,2021-01-31,8.64,2,330
13248853,Grande chambre confortable pour 1,74493351,Francois,,Val-Bélair,46.86768,-71.44116,Private room,35,1,0,,,1,87
13297664,Summer Bedroom in Quebec City,75070640,Darno,,Plateau,46.78063,-71.31181,Private room,49,1,250,2020-10-07,4.44,2,285
13304655,Spacious apartment 4 1/2 for rent,70222164,Elodie,,Saint-Jean-Baptiste,46.80479,-71.22496,Entire home/apt,225,30,174,2020-10-12,3.11,3,307
13331717,Downtown Quebec City Apartment **Free Parking**,14846888,Jaime And Napoleon,,Saint-Roch,46.8162,-71.21822,Entire home/apt,100,32,154,2020-11-17,2.71,2,365
13355882,✨Ancestrale près du centre-ville de Québec #294363,75740727,Audrey,,Vieux-Moulin,46.85219,-71.20465,Entire home/apt,239,1,321,2021-02-08,5.66,2,330
13515489,Spring Bedroom in Quebec City,75070640,Darno,,Plateau,46.77893,-71.31465,Private room,49,1,228,2020-10-28,4.06,2,285
13525362,The old Quebec with the new flame,64917103,Christine,,Saint-Roch,46.8135,-71.22914,Entire home/apt,89,1,236,2020-12-30,4.35,2,351
13580636,La familiale pour 6,78331113,Yannick,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80971,-71.2062,Private room,200,2,88,2018-03-17,1.59,4,0
13714624,Loft sur Grande-Allée dans le Vieux-Québec,80098650,Andrée-Anne,,Saint-Jean-Baptiste,46.80666,-71.21902,Entire home/apt,120,5,17,2019-12-30,0.30,1,363
13726119,Les Immeubles Charlevoix - Le Perchoir 1018,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81506,-71.20316,Entire home/apt,135,2,9,2019-09-04,0.16,63,310
13727799,Les Immeubles Charlevoix - Le Perchoir 1019,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81506,-71.20316,Entire home/apt,125,2,37,2020-09-07,0.67,63,362
